,Unnamed: 0,vintage,country,county,designation,points,price,province,title,variety,winery
15451,15672,2012,France,Blaye Cotes de Bordeaux,Grand Vin,89,25.0,Bordeaux,Chateau la Baronnerie 2012 Grand Vin (Blaye Cotes de Bordeaux),Sauvignon Blanc,Chateau la Baronnerie
15452,15673,2012,Germany,,Lorcher Schlossberger Erste Lage,93,60.0,Rheingau,August Kesseler 2012 Lorcher Schlossberger Erste Lage Riesling (Rheingau),Riesling,August Kesseler
15453,15674,2012,US,Diamond Mountain District,Sori Bricco Vineyard,88,80.0,California,Von Strasser 2012 Sori Bricco Vineyard Red (Diamond Mountain District),Bordeaux-style Red Blend,Von Strasser
15454,15675,2012,US,Paso Robles,California Square,85,23.0,California,Truett Hurst 2012 California Square Red (Paso Robles),Red Blend,Truett Hurst
15455,15676,2012,France,Vin de France,La Reserve,85,,France Other,Lionel Osmin & Cie 2012 La Reserve Sauvignon Blanc (Vin de France),Sauvignon Blanc,Lionel Osmin & Cie
15456,15677,2012,Italy,Etna,Rosso Barrique,87,,Sicily & Sardinia,Tenuta Monte Gorna 2012 Rosso Barrique (Etna),Red Blend,Tenuta Monte Gorna
15457,15679,2012,Chile,,Toro de Piedra Grand Reserve Single Vineyard,85,16.0,Maule Valley,Vina Requingua 2012 Toro de Piedra Grand Reserve Single Vineyard Chardonnay (Maule Valley),Chardonnay,Vina Requingua
15458,15680,2012,US,Russian River Valley,Calegari Vineyard,95,55.0,California,Williams Selyem 2012 Calegari Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem
15459,15681,2012,US,Virginia,Vin de Maison,87,23.0,Virginia,Quievremont 2012 Vin de Maison Red (Virginia),Red Blend,Quievremont
15460,15682,2012,Spain,Navarra,,82,9.0,Northern Spain,Vega Sindoa 2012 Viura-Chardonnay (Navarra),Viura-Chardonnay,Vega Sindoa
15461,15683,2012,Italy,Toscana,Carato,87,10.0,Tuscany,Erik Banti 2012 Carato Red (Toscana),Red Blend,Erik Banti
15462,15684,2012,France,Fleurie,,90,22.0,Beaujolais,Trenel Fils 2012 Fleurie,Gamay,Trenel Fils
15463,15685,2012,France,Chambolle-Musigny,Les Baudes Premier Cru,93,,Burgundy,Henri de Villamont 2012 Les Baudes Premier Cru (Chambolle-Musigny),Pinot Noir,Henri de Villamont
15464,15686,2012,Italy,Amarone della Valpolicella Classico,,94,85.0,Veneto,Allegrini 2012 Amarone della Valpolicella Classico,Red Blend,Allegrini
15465,15687,2012,Spain,Rioja,Crianza,89,23.0,Northern Spain,Ostatu 2012 Crianza (Rioja),Tempranillo Blend,Ostatu
15466,15688,2012,Portugal,,Tinto,91,18.0,Bairrada,Ataide Semedo 2012 Tinto Red (Bairrada),Portuguese Red,Ataide Semedo
15467,15689,2012,US,Red Mountain,Heart of the Hill,86,25.0,Washington,Nota Bene 2012 Heart of the Hill Malbec (Red Mountain),Malbec,Nota Bene
15468,15690,2012,Argentina,Perdriel,Jamilla's Vineyard,89,40.0,Mendoza Province,Casarena 2012 Jamilla's Vineyard Malbec (Perdriel),Malbec,Casarena
15469,15691,2012,US,Sonoma Coast,,90,22.0,California,Les Voleurs 2012 Chardonnay (Sonoma Coast),Chardonnay,Les Voleurs
15470,15692,2012,Italy,Barolo,,88,33.0,Piedmont,Rivata 2012 Barolo,Nebbiolo,Rivata
15471,15693,2012,Italy,Vino Spumante,Grave di Stecca Brut,93,49.0,Italy Other,Nino Franco 2012 Grave di Stecca Brut Glera (Vino Spumante),Glera,Nino Franco
15472,15694,2012,France,Bordeaux Blanc,,87,25.0,Bordeaux,Chateau Tanesse 2012 Bordeaux Blanc,Bordeaux-style White Blend,Chateau Tanesse
15473,15695,2012,Argentina,Mendoza,Reserve,82,11.0,Mendoza Province,Trivento 2012 Reserve Torrontes (Mendoza),Torrontes,Trivento
15474,15696,2012,US,Russian River Valley,Balletto Vineyard,91,42.0,California,WesMar 2012 Balletto Vineyard Pinot Noir (Russian River Valley),Pinot Noir,WesMar
15475,15697,2012,US,Alexander Valley,Estate,88,28.0,California,Stuhlmuller Vineyards 2012 Estate Zinfandel (Alexander Valley),Zinfandel,Stuhlmuller Vineyards
15476,15698,2012,Italy,Barbaresco,Serra,90,,Piedmont,Paitin 2012 Serra (Barbaresco),Nebbiolo,Paitin
15477,15699,2012,US,Russian River Valley,,84,17.0,California,Frei Brothers 2012 Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Frei Brothers
15478,15700,2012,US,Finger Lakes,Semi-Dry,87,13.0,New York,Lucas Vineyards 2012 Semi-Dry Riesling (Finger Lakes),Riesling,Lucas Vineyards
15479,15701,2012,US,Sonoma County,Cinq Cepages,91,80.0,California,Chateau St. Jean 2012 Cinq Cepages Red (Sonoma County),Bordeaux-style Red Blend,Chateau St. Jean
15480,15702,2012,Italy,Rosso di Montalcino,,88,33.0,Tuscany,La Poderina 2012 Rosso di Montalcino,Sangiovese,La Poderina
15481,15703,2012,US,Anderson Valley,Gowan Creek Vineyard,92,82.0,California,Goldeneye 2012 Gowan Creek Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Goldeneye
15482,15704,2012,US,Columbia Valley (WA),Gamache Vineyard,91,38.0,Washington,aMaurice 2012 Gamache Vineyard Malbec (Columbia Valley (WA)),Malbec,aMaurice
15483,15705,2012,Italy,Chianti Classico,Villa Antinori Riserva,91,35.0,Tuscany,Marchesi Antinori 2012 Villa Antinori Riserva (Chianti Classico),Red Blend,Marchesi Antinori
15484,15706,2012,US,Russian River Valley,Love Vineyard,91,42.0,California,Hawley 2012 Love Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Hawley
15485,15707,2012,US,Atlas Peak,Stagecoach Vineyard,99,250.0,California,Alpha Omega 2012 Stagecoach Vineyard Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Alpha Omega
15486,15708,2012,Argentina,Mendoza,Oak Cask,84,10.0,Mendoza Province,Trapiche 2012 Oak Cask Chardonnay (Mendoza),Chardonnay,Trapiche
15487,15709,2012,US,San Luis Obispo County,Nocturnum Commemoration Cuvee,93,39.0,California,Kynsi 2012 Nocturnum Commemoration Cuvee Red (San Luis Obispo County),Red Blend,Kynsi
15488,15710,2012,US,Carneros,,87,30.0,California,Schug 2012 Chardonnay (Carneros),Chardonnay,Schug
15489,15711,2012,US,Walla Walla Valley (WA),Seven Hills Vineyard,91,51.0,Washington,Reininger 2012 Seven Hills Vineyard Carmenere (Walla Walla Valley (WA)),Carmenere,Reininger
15490,15712,2012,US,Dundee Hills,Durant Vineyard,93,29.0,Oregon,Matello 2012 Durant Vineyard Chardonnay (Dundee Hills),Chardonnay,Matello
15491,15713,2012,France,Muscadet Sevre et Maine Clisson,Clisson,93,25.0,Loire Valley,Domaine de la Pepiere 2012 Clisson (Muscadet Sevre et Maine Clisson),Melon,Domaine de la Pepiere
15492,15714,2012,France,Saint-Veran,Les Deux Moulins,87,23.0,Burgundy,Louis Latour 2012 Les Deux Moulins (Saint-Veran),Chardonnay,Louis Latour
15493,15715,2012,US,Paso Robles,,86,20.0,California,Robert Hall 2012 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Robert Hall
15494,15716,2012,US,Livermore Valley,Private Reserve Estate Grown,90,31.0,California,Eagle Ridge 2012 Private Reserve Estate Grown Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Eagle Ridge
15495,15717,2012,US,Columbia Valley (WA),g3,91,15.0,Washington,Goose Ridge 2012 g3 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Goose Ridge
15496,15718,2012,US,Willamette Valley,,87,36.0,Oregon,Lazy River 2012 Pinot Noir,Pinot Noir,Lazy River
15497,15719,2012,US,Columbia Valley (WA),SVS Number Two Stillwater Creek Vineyard,88,45.0,Washington,Pondera 2012 SVS Number Two Stillwater Creek Vineyard Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pondera
15498,15720,2012,US,Santa Barbara County,Santa Barbara Highlands Vineyard,92,35.0,California,Nadia 2012 Santa Barbara Highlands Vineyard Cabernet Sauvignon (Santa Barbara County),Cabernet Sauvignon,Nadia
15499,15721,2012,US,Columbia Gorge (WA),,88,18.0,Washington,Sineann 2012 Gruner Veltliner (Columbia Gorge (WA)),Gruner Veltliner,Sineann
15500,15722,2012,France,Bourgueil,Cuvee les Rochettes,91,20.0,Loire Valley,Domaine les Pins 2012 Cuvee les Rochettes Cabernet Franc (Bourgueil),Cabernet Franc,Domaine les Pins
15501,15723,2012,US,California,,83,10.0,California,Forest Glen 2012 Riesling (California),Riesling,Forest Glen
15502,15724,2012,US,Napa Valley,Estate Grown Cave Fermented,91,64.0,California,Jarvis 2012 Estate Grown Cave Fermented Chardonnay (Napa Valley),Chardonnay,Jarvis
15503,15725,2012,Germany,,Wachenheimer Belz Dry,91,26.0,Pfalz,Villa Wolf 2012 Wachenheimer Belz Dry Riesling (Pfalz),Riesling,Villa Wolf
15504,15726,2012,US,Seneca Lake,Magdalena Vineyard Dry Estate Bottled and Grown,92,36.0,New York,Hermann J. Wiemer 2012 Magdalena Vineyard Dry Estate Bottled and Grown Riesling (Seneca Lake),Riesling,Hermann J. Wiemer
15505,15727,2012,US,Paso Robles,Azimuth,91,54.0,California,Caliza 2012 Azimuth Red (Paso Robles),Rhone-style Red Blend,Caliza
15506,15728,2012,US,Napa Valley,,86,25.0,California,Wine Spots 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Wine Spots
15507,15729,2012,US,Anderson Valley,Nash Mill Vineyard,93,40.0,California,Waits-Mast 2012 Nash Mill Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Waits-Mast
15508,15730,2012,France,Macon-Vergisson,La Roche,87,17.0,Burgundy,Domaine Sangouard-Guyot 2012 La Roche (Macon-Vergisson),Chardonnay,Domaine Sangouard-Guyot
15509,15731,2012,Italy,Barolo,Bussia,88,55.0,Piedmont,Giacosa Fratelli 2012 Bussia (Barolo),Nebbiolo,Giacosa Fratelli
15510,15732,2012,Italy,Umbria,,87,15.0,Central Italy,Perticaia 2012 White (Umbria),White Blend,Perticaia
15511,15734,2012,France,Nuits-St.-Georges,,91,50.0,Burgundy,Manuel Olivier 2012 Nuits-St.-Georges,Pinot Noir,Manuel Olivier
15512,15735,2012,Portugal,,Tinta Boa,86,15.0,Lisboa,Quinta da Casaboa 2012 Tinta Boa Red (Lisboa),Portuguese Red,Quinta da Casaboa
15513,15736,2012,Germany,,Junge Reben Trocken,89,28.0,Rheingau,August Kesseler 2012 Junge Reben Trocken Riesling (Rheingau),Riesling,August Kesseler
15514,15737,2012,Spain,Jumilla,Las Gravas,88,32.0,Levante,Casa Castillo 2012 Las Gravas Red (Jumilla),Red Blend,Casa Castillo
15515,15738,2012,US,Dry Creek Valley,Estate Unoaked,87,23.0,California,Mill Creek 2012 Estate Unoaked Chardonnay (Dry Creek Valley),Chardonnay,Mill Creek
15516,15739,2012,Germany,,Kirchberg Bingen Trocken GG,92,69.0,Rheinhessen,Prinz Salm 2012 Kirchberg Bingen Trocken GG Riesling (Rheinhessen),Riesling,Prinz Salm
15517,15740,2012,Argentina,Uco Valley,,87,16.0,Mendoza Province,Mogollon 2012 Malbec (Uco Valley),Malbec,Mogollon
15518,15741,2012,Chile,,Reserva,87,13.0,Casablanca Valley,Santa Rita 2012 Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Santa Rita
15519,15742,2012,France,Saint-Estephe,,90,50.0,Bordeaux,Chateau Clauzet 2012 Saint-Estephe,Bordeaux-style Red Blend,Chateau Clauzet
15520,15743,2012,US,Coombsville,Estate Blend,85,55.0,California,Blue Oak 2012 Estate Blend Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,Blue Oak
15521,15744,2012,Austria,,Steirische Klassik,88,,Sudoststeiermark,Manfred Tement 2012 Steirische Klassik Sauvignon Blanc (Sudoststeiermark),Sauvignon Blanc,Manfred Tement
15522,15745,2012,Portugal,,Vila Santa Branco Reserva,90,21.0,Alentejano,J. Portugal Ramos 2012 Vila Santa Branco Reserva White (Alentejano),Portuguese White,J. Portugal Ramos
15523,15747,2012,France,Blaye Cotes de Bordeaux,Excellence,84,28.0,Bordeaux,Chateau Tour Saint-Germain 2012 Excellence (Blaye Cotes de Bordeaux),Bordeaux-style Red Blend,Chateau Tour Saint-Germain
15524,15748,2012,Chile,,Nimbus Single Vineyard,89,15.0,Colchagua Valley,Vina Casablanca 2012 Nimbus Single Vineyard Merlot (Colchagua Valley),Merlot,Vina Casablanca
15525,15749,2012,US,Fort Ross-Seaview,The Traveler,97,150.0,California,Wayfarer 2012 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer
15526,15750,2012,France,Pauillac,Barrel Sample,92,,Bordeaux,Chateau Lynch-Moussas 2012 Barrel Sample (Pauillac),Bordeaux-style Red Blend,Chateau Lynch-Moussas
15527,15751,2012,US,Napa Valley,Kathryn Hall,95,150.0,California,Hall 2012 Kathryn Hall Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hall
15528,15752,2012,France,Muscadet Sevre et Maine,L'Odysee Minerale Sur Lie,88,,Loire Valley,Clos des Orefeuilles 2012 L'Odysee Minerale Sur Lie (Muscadet Sevre et Maine),Melon,Clos des Orefeuilles
15529,15753,2012,US,Sta. Rita Hills,Rancho Santa Rosa Vineyard,93,48.0,California,Flying Goat Cellars 2012 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Flying Goat Cellars
15530,15754,2012,Italy,Soave,Corte Giacobbe,85,12.0,Veneto,Dal Cero Tenuta di Corte Giacobbe 2012 Corte Giacobbe (Soave),Garganega,Dal Cero Tenuta di Corte Giacobbe
15531,15755,2012,Italy,Terre Siciliane,Helios,86,26.0,Sicily & Sardinia,Di Giovanna 2012 Helios Red (Terre Siciliane),Red Blend,Di Giovanna
15532,15756,2012,France,Blaye Cotes de Bordeaux,,83,10.0,Bordeaux,Chateau Mayne Guyon 2012 Blaye Cotes de Bordeaux,Bordeaux-style Red Blend,Chateau Mayne Guyon
15533,15757,2012,Argentina,Uco Valley,Terroir Series Finca Coletto Single Vineyard,90,55.0,Mendoza Province,Trapiche 2012 Terroir Series Finca Coletto Single Vineyard Malbec (Uco Valley),Malbec,Trapiche
15534,15758,2012,Italy,Barolo,Monvigliero,92,67.0,Piedmont,Paolo Scavino 2012 Monvigliero (Barolo),Nebbiolo,Paolo Scavino
15535,15759,2012,Italy,Bolgheri,Greppicante,87,20.0,Tuscany,I Greppi 2012 Greppicante (Bolgheri),Red Blend,I Greppi
15536,15760,2012,US,Walla Walla Valley (WA),,88,40.0,Washington,Patterson 2012 Carmenere (Walla Walla Valley (WA)),Carmenere,Patterson
15537,15761,2012,France,Cotes de Provence,Cuvee 1610,92,38.0,Provence,Chateau Grand Boise 2012 Cuvee 1610 Red (Cotes de Provence),Provence red blend,Chateau Grand Boise
15538,15762,2012,US,Oak Knoll District,Estate,89,35.0,California,Trefethen 2012 Estate Chardonnay (Oak Knoll District),Chardonnay,Trefethen
15539,15763,2012,France,Sancerre,Jadis,95,55.0,Loire Valley,Henri Bourgeois 2012 Jadis (Sancerre),Sauvignon Blanc,Henri Bourgeois
15540,15764,2012,Portugal,,,86,,Lisboa,Caves Bonifacio 2012 Alicante Bouschet (Lisboa),Alicante Bouschet,Caves Bonifacio
15541,15765,2012,US,Santa Maria Valley,,88,48.0,California,Nagy 2012 Pinot Noir (Santa Maria Valley),Pinot Noir,Nagy
15542,15766,2012,Italy,Conegliano Valdobbiadene Prosecco Superiore,Bade,87,20.0,Veneto,Valdellovo 2012 Bade (Conegliano Valdobbiadene Prosecco Superiore),Sparkling Blend,Valdellovo
15543,15767,2012,Chile,,Reserve Assemblage Sauvignon Blanc-Chardonnay-Viognier,83,19.0,Casablanca Valley,Estampa 2012 Reserve Assemblage Sauvignon Blanc-Chardonnay-Viognier White (Casablanca Valley),White Blend,Estampa
15544,15768,2012,Portugal,,Grand'Arte,91,15.0,Lisboa,DFJ Vinhos 2012 Grand'Arte Touriga Nacional (Lisboa),Touriga Nacional,DFJ Vinhos
15545,15769,2012,US,Oregon,,86,15.0,Oregon,Windy Bay 2012 Pinot Noir (Oregon),Pinot Noir,Windy Bay
15546,15770,2012,Chile,,Rivalta,90,85.0,Maipo Valley,Santa Ema 2012 Rivalta Red (Maipo Valley),Red Blend,Santa Ema
15547,15771,2012,US,,,85,15.0,Idaho,Colter's Creek 2012 Viognier,Viognier,Colter's Creek
15548,15772,2012,US,Red Mountain,Ceidleigh,91,39.0,Washington,Efeste 2012 Ceidleigh Syrah (Red Mountain),Syrah,Efeste
15549,15773,2012,Chile,,Family Collection,89,30.0,Curico Valley,Santa Alba 2012 Family Collection Cabernet Sauvignon-Cabernet Franc (Curico Valley),Cabernet Sauvignon-Cabernet Franc,Santa Alba
15550,15774,2012,France,Chassagne-Montrachet,La Maltroie Premier Cru,93,80.0,Burgundy,Au Pied du Mont Chauve 2012 La Maltroie Premier Cru (Chassagne-Montrachet),Chardonnay,Au Pied du Mont Chauve
15551,15775,2012,Austria,,Vorgeschmack,87,,Niederosterreich,Arndorfer 2012 Vorgeschmack Red (Niederosterreich),Austrian Red Blend,Arndorfer
15552,15776,2012,US,Sonoma County,,87,19.0,California,Canihan 2012 Rose (Sonoma County),Rose,Canihan
15553,15777,2012,Germany,,,89,15.0,Pfalz,Villa Wolf 2012 Pinot Noir (Pfalz),Pinot Noir,Villa Wolf
15554,15778,2012,France,Pouilly-Fume,Cuvee Silice,88,25.0,Loire Valley,Francis Blanchet 2012 Cuvee Silice (Pouilly-Fume),Sauvignon Blanc,Francis Blanchet
15555,15779,2012,France,Chablis,Les Fourneaux Premier Cru,93,,Burgundy,Domaine Laroche 2012 Les Fourneaux Premier Cru (Chablis),Chardonnay,Domaine Laroche
15556,15780,2012,US,Napa Valley,Dollarhide Estate Vineyard,88,50.0,California,St. Supery 2012 Dollarhide Estate Vineyard Malbec (Napa Valley),Malbec,St. Supery
15557,15781,2012,France,Pessac-Leognan,Le Clarence de Haut-Brion,93,,Bordeaux,Chateau Haut-Brion 2012 Le Clarence de Haut-Brion (Pessac-Leognan),Bordeaux-style Red Blend,Chateau Haut-Brion
15558,15782,2012,US,Columbia Valley (WA),,89,24.0,Washington,Copper Belt 2012 Syrah (Columbia Valley (WA)),Syrah,Copper Belt
15559,15783,2012,Canada,Okanagan Valley,Block 5 Platinum,93,30.0,British Columbia,CedarCreek 2012 Block 5 Platinum Chardonnay (Okanagan Valley),Chardonnay,CedarCreek
15560,15784,2012,US,Russian River Valley,OGV Estate Blanc de Noir,91,68.0,California,Inman Family 2012 OGV Estate Blanc de Noir Pinot Noir (Russian River Valley),Pinot Noir,Inman Family
15561,15785,2012,Italy,Barolo,Ginestra,90,100.0,Piedmont,Seghesio 2012 Ginestra (Barolo),Nebbiolo,Seghesio
15562,15786,2012,US,Napa Valley,,91,45.0,California,Amici 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Amici
15563,15787,2012,US,Columbia Valley (WA),Indian Wells,91,17.0,Washington,Chateau Ste. Michelle 2012 Indian Wells Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle
15564,15788,2012,Spain,Ribera del Duero,Celeste Crianza,91,21.0,Northern Spain,Torres 2012 Celeste Crianza (Ribera del Duero),Tempranillo,Torres
15565,15789,2012,France,Medoc,,87,18.0,Bordeaux,Chateau Lacombe Noaillac 2012 Medoc,Bordeaux-style Red Blend,Chateau Lacombe Noaillac
15566,15790,2012,US,North Fork of Long Island,,83,25.0,New York,Palmer 2012 Albarino (North Fork of Long Island),Albarino,Palmer
15567,15791,2012,US,Dunnigan Hills,Tinto Rey,86,17.0,California,Matchbook 2012 Tinto Rey Red (Dunnigan Hills),Red Blend,Matchbook
15568,15792,2012,France,Pomerol,,93,,Bordeaux,Chateau Providence 2012 Pomerol,Bordeaux-style Red Blend,Chateau Providence
15569,15793,2012,US,Lodi,Ancient Vine,90,25.0,California,Michael David 2012 Ancient Vine Cinsault (Lodi),Cinsault,Michael David
15570,15794,2012,France,Fronton,La Folle Noire d'Ambat,88,19.0,Southwest France,Le Roc 2012 La Folle Noire d'Ambat Negrette (Fronton),Negrette,Le Roc
15571,15795,2012,Spain,Ribera del Duero,Vendimia Seleccionada,92,41.0,Northern Spain,Anier 2012 Vendimia Seleccionada (Ribera del Duero),Tempranillo,Anier
15572,15796,2012,US,San Benito County,Kane Teague Vineyards,88,30.0,California,Myka 2012 Kane Teague Vineyards Cabernet Sauvignon (San Benito County),Cabernet Sauvignon,Myka
15573,15797,2012,US,Snipes Mountain,,84,15.0,Washington,Gecko 2012 Pinot Grigio (Snipes Mountain),Pinot Grigio,Gecko
15574,15798,2012,Italy,Barolo,San Carlo,88,29.0,Piedmont,Dezzani 2012 San Carlo (Barolo),Nebbiolo,Dezzani
15575,15799,2012,US,California,,88,25.0,California,Las Positas 2012 Muscat Canelli (California),Muscat Canelli,Las Positas
15576,15800,2012,Chile,,Perla Negra,89,61.0,Maule Valley,Casa Donoso 2012 Perla Negra Red (Maule Valley),Red Blend,Casa Donoso
15577,15801,2012,US,Columbia Valley (WA),Limited Release,89,35.0,Washington,Columbia Winery 2012 Limited Release Petit Verdot (Columbia Valley (WA)),Petit Verdot,Columbia Winery
15578,15802,2012,South Africa,,Primo,89,31.0,Paarl,Fairview 2012 Primo Pinotage (Paarl),Pinotage,Fairview
15579,15803,2012,Italy,Delia Nivolelli,Cutaja Riserva,87,14.0,Sicily & Sardinia,Caruso & Minini 2012 Cutaja Riserva Nero d'Avola (Delia Nivolelli),Nero d'Avola,Caruso & Minini
15580,15804,2012,France,Pomerol,Barrel Sample,95,,Bordeaux,Chateau Trotanoy 2012 Barrel Sample (Pomerol),Bordeaux-style Red Blend,Chateau Trotanoy
15581,15805,2012,France,Entre-Deux-Mers,,85,14.0,Bordeaux,Chateau Allegret 2012 Entre-Deux-Mers,Bordeaux-style White Blend,Chateau Allegret
15582,15806,2012,France,Bordeaux,La Croix Barton Merlot-Cabernet Sauvignon,85,10.0,Bordeaux,Schroder & SchAler 2012 La Croix Barton Merlot-Cabernet Sauvignon (Bordeaux),Bordeaux-style Red Blend,Schroder & SchAler
15583,15807,2012,US,Paso Robles,Moscato,87,15.0,California,Maddalena 2012 Moscato Muscat Canelli (Paso Robles),Muscat Canelli,Maddalena
15584,15808,2012,US,Walla Walla Valley (WA),,93,32.0,Washington,Dumas Station 2012 Cabernet Franc (Walla Walla Valley (WA)),Cabernet Franc,Dumas Station
15585,15809,2012,France,Cotes de Provence,,90,,Provence,Chateau de Pourcieux 2012 Rose (Cotes de Provence),Rose,Chateau de Pourcieux
15586,15810,2012,France,Saint-Emilion,,93,200.0,Bordeaux,Les Asteries 2012 Saint-Emilion,Bordeaux-style Red Blend,Les Asteries
15587,15811,2012,France,Saint-Emilion,Barrel Sample,92,,Bordeaux,Chateau Grand Mayne 2012 Barrel Sample (Saint-Emilion),Bordeaux-style Red Blend,Chateau Grand Mayne
15588,15812,2012,Italy,Offida Pecorino,Rugaro Gold,89,17.0,Central Italy,Colli Ripani 2012 Rugaro Gold (Offida Pecorino),Pecorino,Colli Ripani
15589,15813,2012,Spain,Vino de la Tierra de Castilla y Leon,Tempranillo-Shiraz,82,13.0,Northern Spain,Storks' Tower 2012 Tempranillo-Shiraz Rose (Vino de la Tierra de Castilla y Leon),Rose,Storks' Tower
15590,15814,2012,US,Walla Walla Valley (WA),,90,30.0,Washington,Seven Hills 2012 Malbec (Walla Walla Valley (WA)),Malbec,Seven Hills
15591,15815,2012,US,Columbia Valley (WA),,91,30.0,Washington,Walla Walla Vintners 2012 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Walla Walla Vintners
15592,15816,2012,US,Willamette Valley,,87,25.0,Oregon,Cummins Road 2012 Pinot Noir,Pinot Noir,Cummins Road
15593,15817,2012,US,Happy Canyon of Santa Barbara,,87,21.0,California,Happy Canyon Vineyard 2012 Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Happy Canyon Vineyard
15594,15818,2012,Italy,Chianti Classico,Casalvento,88,,Tuscany,Livernano 2012 Casalvento (Chianti Classico),Red Blend,Livernano
15595,15819,2012,Austria,,Trockenbeerenauslese,92,30.0,Burgenland,Rosenhof 2012 Trockenbeerenauslese Welschriesling (Burgenland),Welschriesling,Rosenhof
15596,15820,2012,US,Columbia Valley (WA),Petit Colline,90,49.0,Washington,William Grassie 2012 Petit Colline Malbec (Columbia Valley (WA)),Malbec,William Grassie
15597,15821,2012,US,Colorado,,83,20.0,Colorado,Sutcliffe 2012 Rose (Colorado),Rose,Sutcliffe
15598,15822,2012,US,Santa Ynez Valley,V3,89,42.0,California,Baehner Fournier 2012 V3 Red (Santa Ynez Valley),Bordeaux-style Red Blend,Baehner Fournier
15599,15823,2012,Austria,,Classic,84,18.0,Burgenland,Iby 2012 Classic Blaufrankisch (Burgenland),Blaufrankisch,Iby
15600,15824,2012,US,Russian River Valley,,90,30.0,California,Longboard 2012 Syrah (Russian River Valley),Syrah,Longboard
15601,15825,2012,US,Chehalem Mountains,Quarter Mile Lane Vineyard,90,125.0,Oregon,Adelsheim 2012 Quarter Mile Lane Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,Adelsheim
15602,15826,2012,France,Pouilly-Fuisse,,84,32.0,Burgundy,Bouchard Pere & Fils 2012 Pouilly-Fuisse,Chardonnay,Bouchard Pere & Fils
15603,15827,2012,US,Columbia Valley (WA),,88,30.0,Washington,Ocelli 2012 Grenache (Columbia Valley (WA)),Grenache,Ocelli
15604,15828,2012,France,Bordeaux Superieur,,88,29.0,Bordeaux,Chateau Alta Gaia 2012 Bordeaux Superieur,Bordeaux-style Red Blend,Chateau Alta Gaia
15605,15829,2012,US,Sonoma Coast,,91,52.0,California,Williams Selyem 2012 Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
15606,15830,2012,Italy,Barolo,Cannubi Boschis,94,165.0,Piedmont,Sandrone 2012 Cannubi Boschis (Barolo),Nebbiolo,Sandrone
15607,15831,2012,US,Livermore Valley,,90,32.0,California,Cuda Ridge Wines 2012 Cabernet Franc (Livermore Valley),Cabernet Franc,Cuda Ridge Wines
15608,15832,2012,US,Paso Robles,Westside Estate Bottled,88,32.0,California,Dunning Vineyards 2012 Westside Estate Bottled Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Dunning Vineyards
15609,15833,2012,US,Columbia Valley (WA),Gossamer,90,25.0,Washington,Kontos 2012 Gossamer White (Columbia Valley (WA)),White Blend,Kontos
15610,15834,2012,US,Cayuga Lake,Randolph O'Neil Vineyard,87,25.0,New York,Silver Thread 2012 Randolph O'Neil Vineyard Riesling (Cayuga Lake),Riesling,Silver Thread
15611,15835,2012,US,Santa Lucia Highlands,Vineyard Montage,86,24.0,California,Cru 2012 Vineyard Montage Pinot Noir (Santa Lucia Highlands),Pinot Noir,Cru
15612,15836,2012,Austria,,Urgestein Bergterrassen,87,,Kremstal,Josef Schmid 2012 Urgestein Bergterrassen Riesling (Kremstal),Riesling,Josef Schmid
15613,15837,2012,France,Cahors,Classic,89,16.0,Southwest France,Chateau Famaey 2012 Classic Malbec (Cahors),Malbec,Chateau Famaey
15614,15838,2012,US,Sonoma County,,84,17.0,California,Stickybeak 2012 Semillon-Sauvignon Blanc (Sonoma County),Semillon-Sauvignon Blanc,Stickybeak
15615,15839,2012,Italy,Toscana,Paleo Bianco,88,75.0,Tuscany,Le Macchiole 2012 Paleo Bianco White (Toscana),White Blend,Le Macchiole
15616,15840,2012,Austria,,Spiegel,91,40.0,Thermenregion,Johanneshof Reinisch 2012 Spiegel Zierfandler (Thermenregion),Zierfandler,Johanneshof Reinisch
