vintage,country,county,designation,points,price,province,title,variety,winery
1/1/2010,Chile,,Reserva de Familia,89,20,Rapel Valley,Santa Carolina 2010 Reserva de Familia Malbec (Rapel Valley),Malbec,Santa Carolina
1/1/2010,US,Sta. Rita Hills,Kessler-Haak Vineyard Pommard Clone,90,42,California,Kessler-Haak 2010 Kessler-Haak Vineyard Pommard Clone Pinot Noir (Sta. Rita Hills),Pinot Noir,Kessler-Haak
1/1/2010,US,California,,84,10,California,Ensemble 2010 Red (California),Red Blend,Ensemble
1/1/2010,Spain,Rioja,Pagos Viejos,92,100,Northern Spain,Artadi 2010 Pagos Viejos (Rioja),Tempranillo Blend,Artadi
1/1/2010,US,Rutherford,Estate Grown McGah Family Vineyards,86,60,California,Scarlett 2010 Estate Grown McGah Family Vineyards Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Scarlett
1/1/2010,US,Monterey County,,84,12,California,SeaGlass 2010 Riesling (Monterey County),Riesling,SeaGlass
1/1/2010,Spain,Almansa,La Atalaya,89,16,Central Spain,Atalaya 2010 La Atalaya Garnacha-Monastrell (Almansa),Garnacha-Monastrell,Atalaya
1/1/2010,US,Rutherford,Estate,92,50,California,Round Pond 2010 Estate Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Round Pond
1/1/2010,Chile,,Reserva,85,12,Maule Valley,Sundance 2010 Reserva Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,Sundance
1/1/2010,US,Santa Ynez Valley,F/Red,86,18,California,Brander 2010 F/Red Red (Santa Ynez Valley),Red Blend,Brander
1/1/2010,US,Virginia,,84,33,Virginia,Doukénie 2010 Merlot (Virginia),Merlot,Doukénie
1/1/2010,US,Columbia Valley (WA),Late Harvest Semillon Ice Wine,88,15,Washington,Waterbrook 2010 Late Harvest Semillon Ice Wine Semillon (Columbia Valley (WA)),Sémillon,Waterbrook
1/1/2010,US,,Black Mamba,87,28,Idaho,Coiled 2010 Black Mamba Red,Red Blend,Coiled
1/1/2010,Spain,Rías Baixas,Balado,86,60,Galicia,Zarate 2010 Balado Albariño (Rías Baixas),Albariño,Zarate
1/1/2010,US,California,"""Champ"" Lightnin' Lane",81,14,California,"Heavyweight 2010 ""Champ"" Lightnin' Lane Petite Sirah (California)",Petite Sirah,Heavyweight
1/1/2010,US,Dry Creek Valley,Estate Grown,84,40,California,Mounts 2010 Estate Grown Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Mounts
1/1/2010,Turkey,,Pendore,92,33,Aegean,Kavaklidere 2010 Pendore Öküzgözü (Aegean),Okuzgozu,Kavaklidere
1/1/2010,US,Willamette Valley,Treehouse,88,18,Oregon,Vista Hills 2010 Treehouse Pinot Gris (Willamette Valley),Pinot Gris,Vista Hills
1/1/2010,Chile,,,83,12,Maipo Valley,Haras 2010 Chardonnay (Maipo Valley),Chardonnay,Haras
1/1/2010,US,Edna Valley,Wolff Vineyard,87,21,California,Mount Eden Vineyards 2010 Wolff Vineyard Chardonnay (Edna Valley),Chardonnay,Mount Eden Vineyards
1/1/2010,US,Russian River Valley,Quail Hill Vineyard,95,40,California,Lynmar 2010 Quail Hill Vineyard Chardonnay (Russian River Valley),Chardonnay,Lynmar
1/1/2010,US,Sonoma Coast,Hirsch Vineyard,99,75,California,Williams Selyem 2010 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
1/1/2010,France,Champagne,Blanc de Blancs Brut,93,80,Champagne,Deutz 2010 Blanc de Blancs Brut (Champagne),Champagne Blend,Deutz
1/1/2010,Italy,Barolo,Essenze,91,50,Piedmont,Terre da Vino 2010 Essenze (Barolo),Nebbiolo,Terre da Vino
1/1/2010,South Africa,,,87,14,Stellenbosch,Bradgate 2010 Sauvignon Blanc-Chenin Blanc (Stellenbosch),Sauvignon Blanc-Chenin Blanc,Bradgate
1/1/2010,US,Sonoma County,,87,26,California,Meadowcroft 2010 Chardonnay (Sonoma County),Chardonnay,Meadowcroft
1/1/2010,Portugal,,Má Partilha,91,25,Península de Setúbal,Bacalhôa Wines of Portugal 2010 Má Partilha Merlot (Península de Setúbal),Merlot,Bacalhôa Wines of Portugal
1/1/2010,Romania,,Domaine Ceptura,89,28,Dealu Mare,Davino 2010 Domaine Ceptura Red (Dealu Mare),Red Blend,Davino
1/1/2010,Italy,Barolo,Villero,95,60,Piedmont,Giacomo Fenocchio 2010 Villero (Barolo),Nebbiolo,Giacomo Fenocchio
1/1/2010,Argentina,Mendoza,Chairman's Blend Malbec-Cabernet Sauvignon-Syrah,90,31,Mendoza Province,Cruz Alta 2010 Chairman's Blend Malbec-Cabernet Sauvignon-Syrah Red (Mendoza),Red Blend,Cruz Alta
1/1/2010,US,Russian River Valley,Edwards James Estate Wente Selection,95,75,California,Paul Hobbs 2010 Edwards James Estate Wente Selection Chardonnay (Russian River Valley),Chardonnay,Paul Hobbs
1/1/2010,US,Wahluke Slope,Vintner's Select Weinbau Vineyard,89,30,Washington,Almquist 2010 Vintner's Select Weinbau Vineyard Carmenère (Wahluke Slope),Carmenère,Almquist
1/1/2010,France,Champagne,Fins Lieux No 5 Grand Cru Brut,93,70,Champagne,Pehu-Simonet 2010 Fins Lieux No 5 Grand Cru Brut Chardonnay (Champagne),Chardonnay,Pehu-Simonet
1/1/2010,US,Dry Creek Valley,Quest,90,38,California,Quivira 2010 Quest Zinfandel (Dry Creek Valley),Zinfandel,Quivira
1/1/2010,US,Finger Lakes,,86,14,New York,Montezuma 2010 Riesling (Finger Lakes),Riesling,Montezuma
1/1/2010,US,Columbia Valley (WA),Reserve,87,15,Washington,Waterbrook 2010 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Waterbrook
1/1/2010,Italy,Gavi,,87,20,Piedmont,Mauro Sebaste 2010 Gavi,Cortese,Mauro Sebaste
1/1/2010,South Africa,,Polkadraai,85,10,Polkadraai Hills,Stellenbosch Hills 2010 Polkadraai Chenin Blanc-Sauvignon Blanc (Polkadraai Hills),Chenin Blanc-Sauvignon Blanc,Stellenbosch Hills
1/1/2010,Greece,,,92,24,Santorini,Domaine Sigalas 2010 Assyrtico (Santorini),Assyrtico,Domaine Sigalas
1/1/2010,Chile,,Crucero,86,10,Colchagua Valley,Siegel 2010 Crucero Syrah (Colchagua Valley),Syrah,Siegel
1/1/2010,US,Oakville,,91,135,California,Aiken 2010 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Aiken
1/1/2010,Italy,Barolo,Villero,97,100,Piedmont,Mascarello Giuseppe e Figlio 2010 Villero (Barolo),Nebbiolo,Mascarello Giuseppe e Figlio
1/1/2010,US,Finger Lakes,,85,13,New York,Lakewood 2010 Chardonnay (Finger Lakes),Chardonnay,Lakewood
1/1/2010,France,Chablis,Vaillons Premier Cru,94,46,Burgundy,Domaine Vincent Dauvissat 2010 Vaillons Premier Cru (Chablis),Chardonnay,Domaine Vincent Dauvissat
1/1/2010,US,California,Showtime,85,14,California,Bowtie 2010 Showtime Red (California),Red Blend,Bowtie
1/1/2010,France,Saint-Romain,,87,,Burgundy,Maison Champy 2010 Saint-Romain,Chardonnay,Maison Champy
1/1/2010,Italy,Brunello di Montalcino,,85,120,Tuscany,Casa Raia 2010 Brunello di Montalcino,Sangiovese,Casa Raia
1/1/2010,Argentina,Mendoza,,83,12,Mendoza Province,Rio Perdido 2010 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Rio Perdido
1/1/2010,Italy,Brunello di Montalcino,,89,80,Tuscany,Molinari Carlo 2010 Brunello di Montalcino,Sangiovese,Molinari Carlo
1/1/2010,Portugal,,Vega,84,9,Alentejano,DFJ Vinhos 2010 Vega Red (Alentejano),Portuguese Red,DFJ Vinhos
1/1/2010,US,Santa Ynez Valley,,93,110,California,Tanner DaFoe 2010 Cabernet Sauvignon (Santa Ynez Valley),Cabernet Sauvignon,Tanner DaFoe
1/1/2010,Spain,Calatayud,Atteca Old Vines,91,16,Northern Spain,Bodegas Ateca 2010 Atteca Old Vines Garnacha (Calatayud),Garnacha,Bodegas Ateca
1/1/2010,Italy,Sicilia,Sallier de la Tour,87,13,Sicily & Sardinia,Tasca d'Almerita 2010 Sallier de la Tour Syrah (Sicilia),Syrah,Tasca d'Almerita
1/1/2010,Australia,Eden Valley,,84,13,South Australia,Cool Woods 2010 Pinot Noir (Eden Valley),Pinot Noir,Cool Woods
1/1/2010,US,Santa Cruz Mountains,Two Vineyard,93,36,California,Cooper-Garrod 2010 Two Vineyard Cabernet Sauvignon (Santa Cruz Mountains),Cabernet Sauvignon,Cooper-Garrod
1/1/2010,Argentina,Mendoza,,92,50,Mendoza Province,Bodega Cuarto Dominio 2010 Malbec (Mendoza),Malbec,Bodega Cuarto Dominio
1/1/2010,US,Paso Robles,,86,20,California,Maddalena 2010 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Maddalena
1/1/2010,US,Alexander Valley,Cyrus,92,65,California,Alexander Valley Vineyards 2010 Cyrus Red (Alexander Valley),Bordeaux-style Red Blend,Alexander Valley Vineyards
1/1/2010,Italy,Ruché di Castagnole Monferrato,La Tradizione,87,22,Piedmont,Montalbera 2010 La Tradizione (Ruché di Castagnole Monferrato),Ruché,Montalbera
1/1/2010,Portugal,,Alabastro Reserva,86,10,Alentejano,Caves Aliança 2010 Alabastro Reserva Red (Alentejano),Portuguese Red,Caves Aliança
1/1/2010,Austria,,Vordernberg Reserve,90,,Kremstal,Felsner 2010 Vordernberg Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Felsner
1/1/2010,France,Cadillac Côtes de Bordeaux,Félix de Biac,83,22,Bordeaux,Château Biac 2010 Félix de Biac (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château Biac
1/1/2010,US,Cayuga Lake,Sunrise Hill Vineyard Semi-Dry,85,15,New York,Knapp 2010 Sunrise Hill Vineyard Semi-Dry Gewürztraminer (Cayuga Lake),Gewürztraminer,Knapp
1/1/2010,France,Irrouléguy,Donibane,88,24,Southwest France,Lionel Osmin & Cie 2010 Donibane Red (Irrouléguy),Red Blend,Lionel Osmin & Cie
1/1/2010,Italy,Chianti Classico,Panzano Gran Selezione,92,50,Tuscany,Castelli del Grevepesa 2010 Panzano Gran Selezione (Chianti Classico),Sangiovese,Castelli del Grevepesa
1/1/2010,US,Temecula Valley,,83,65,California,Fazeli Cellars 2010 Petite Sirah (Temecula Valley),Petite Sirah,Fazeli Cellars
1/1/2010,Argentina,Mendoza,,85,12,Mendoza Province,Argana 2010 Malbec (Mendoza),Malbec,Argana
1/1/2010,US,Rogue Valley,Misceo Syrah-Mourvèdre-Grenache Folin Vineyards,85,34,Oregon,Folin Cellars 2010 Misceo Syrah-Mourvèdre-Grenache Folin Vineyards Red (Rogue Valley),Red Blend,Folin Cellars
1/1/2010,US,Lake Michigan Shore,,87,20,Michigan,Domaine Berrien 2010 Syrah (Lake Michigan Shore),Syrah,Domaine Berrien
1/1/2010,France,Bordeaux Supérieur,Dame de Coeur,87,30,Bordeaux,Château Peyfaures 2010 Dame de Coeur (Bordeaux Supérieur),Bordeaux-style Red Blend,Château Peyfaures
1/1/2010,Portugal,,Reserva,94,42,Douro,Quinta dos Murças 2010 Reserva Red (Douro),Portuguese Red,Quinta dos Murças
1/1/2010,Italy,Montefalco Sagrantino,,90,40,Central Italy,Romanelli 2010 Montefalco Sagrantino,Sagrantino,Romanelli
1/1/2010,France,Vouvray,Sec,90,,Loire Valley,Domaine de la Rouletière 2010 Sec (Vouvray),Chenin Blanc,Domaine de la Rouletière
1/1/2010,US,Napa Valley,,92,28,California,Girard 2010 Petite Sirah (Napa Valley),Petite Sirah,Girard
1/1/2010,France,Listrac-Médoc,Barrel sample,91,,Bordeaux,Château Fourcas Dupré 2010 Barrel sample (Listrac-Médoc),Bordeaux-style Red Blend,Château Fourcas Dupré
1/1/2010,US,Lodi,Inkblot,87,35,California,Michael David 2010 Inkblot Cabernet Franc (Lodi),Cabernet Franc,Michael David
1/1/2010,Italy,Rosso Piceno,Sassaiolo,86,15,Central Italy,Monte Schiavo 2010 Sassaiolo (Rosso Piceno),Red Blend,Monte Schiavo
1/1/2010,US,Russian River Valley,River Block,90,60,California,Rochioli 2010 River Block Chardonnay (Russian River Valley),Chardonnay,Rochioli
1/1/2010,US,Columbia Valley (WA),,89,16,Washington,Watermill 2010 Viognier (Columbia Valley (WA)),Viognier,Watermill
1/1/2010,US,Amador County,Jimmy's Dream,88,28,California,Uphill Vineyards 2010 Jimmy's Dream Cabernet Sauvignon (Amador County),Cabernet Sauvignon,Uphill Vineyards
1/1/2010,US,Anderson Valley,,87,23,California,Husch 2010 Pinot Noir (Anderson Valley),Pinot Noir,Husch
1/1/2010,France,Blaye Côtes de Bordeaux,Cuvée Prestige,90,25,Bordeaux,Château Haut Mazerolles 2010 Cuvée Prestige (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Haut Mazerolles
1/1/2010,US,North Fork of Long Island,Topaz Impérial Rosé,87,37,New York,Sparkling Pointe 2010 Topaz Impérial Rosé (North Fork of Long Island),Champagne Blend,Sparkling Pointe
1/1/2010,US,Paso Robles,Estate,93,49,California,HammerSky 2010 Estate Zinfandel (Paso Robles),Zinfandel,HammerSky
1/1/2010,US,Paso Robles,Still Waters Vineyard,89,24,California,Phantom Rivers 2010 Still Waters Vineyard Merlot (Paso Robles),Merlot,Phantom Rivers
1/1/2010,Italy,Brunello di Montalcino,,93,75,Tuscany,Le Gode 2010 Brunello di Montalcino,Sangiovese,Le Gode
1/1/2010,US,Mendocino,,90,14,California,Husch 2010 Sauvignon Blanc (Mendocino),Sauvignon Blanc,Husch
1/1/2010,France,Montrachet,,94,430,Burgundy,Louis Latour 2010 Montrachet,Chardonnay,Louis Latour
1/1/2010,Portugal,,Quinta do Bomfim Vintage,92,48,Port,Dow's 2010 Quinta do Bomfim Vintage (Port),Port,Dow's
1/1/2010,US,Santa Clara Valley,Thérèse Vineyards Dos Niñas Vineyard,92,35,California,Martin Ranch 2010 Thérèse Vineyards Dos Niñas Vineyard Nebbiolo (Santa Clara Valley),Nebbiolo,Martin Ranch
1/1/2010,US,Walla Walla Valley (WA),,87,32,Washington,Kontos 2010 Merlot (Walla Walla Valley (WA)),Merlot,Kontos
1/1/2010,Italy,Sicilia,Villa Tonino,86,8,Sicily & Sardinia,Baglio Curatolo Arini 1875 2010 Villa Tonino Grillo (Sicilia),Grillo,Baglio Curatolo Arini 1875
1/1/2010,US,Russian River Valley,Meredith Estate,95,57,California,Merry Edwards 2010 Meredith Estate Pinot Noir (Russian River Valley),Pinot Noir,Merry Edwards
1/1/2010,US,California,Lot 12,83,11,California,Grayson 2010 Lot 12 Zinfandel (California),Zinfandel,Grayson
1/1/2010,US,Napa Valley,Single Vineyard,87,22,California,Maroon 2010 Single Vineyard Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Maroon
1/1/2010,US,Sonoma Coast,,86,30,California,James Family Cellars 2010 Chardonnay (Sonoma Coast),Chardonnay,James Family Cellars
1/1/2010,France,Maranges,Clos Roussots Premier Cru,88,46,Burgundy,Jean-Luc and Paul Aegerter 2010 Clos Roussots Premier Cru (Maranges),Pinot Noir,Jean-Luc and Paul Aegerter
1/1/2010,France,Saumur-Champigny,,90,18,Loire Valley,Domaine des Roches Neuves 2010 Saumur-Champigny,Cabernet Franc,Domaine des Roches Neuves
1/1/2010,US,California,Lot 10,84,10,California,Grayson 2010 Lot 10 Cabernet Sauvignon (California),Cabernet Sauvignon,Grayson
1/1/2010,Italy,Montepulciano d'Abruzzo,Passo Cale,86,16,Central Italy,Terre di Poggio 2010 Passo Cale (Montepulciano d'Abruzzo),Montepulciano,Terre di Poggio
1/1/2010,US,Napa Valley,,88,54,California,Pine Ridge 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pine Ridge
1/1/2010,Chile,,Reserva,90,17,Colchagua Valley,Koyle 2010 Reserva Syrah (Colchagua Valley),Syrah,Koyle
1/1/2010,US,Napa Valley,Coombsville Cuvée,87,32,California,Sciandri Family 2010 Coombsville Cuvée Red (Napa Valley),Red Blend,Sciandri Family
1/1/2010,US,North Fork of Long Island,,86,25,New York,T'Jara 2010 Cabernet Franc (North Fork of Long Island),Cabernet Franc,T'Jara
1/1/2010,Australia,Barossa,Grand Barossa,85,16,South Australia,Château Tanunda 2010 Grand Barossa Riesling (Barossa),Riesling,Château Tanunda
1/1/2010,Italy,Venezia Giulia,Vigneto Vigne dai Vieris,85,10,Northeastern Italy,Di Lenardo 2010 Vigneto Vigne dai Vieris Pinot Grigio (Venezia Giulia),Pinot Grigio,Di Lenardo
1/1/2010,US,Dry Creek Valley,Proprietor's Reserve,86,34,California,Forchini 2010 Proprietor's Reserve Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Forchini
1/1/2010,New Zealand,,,90,20,Marlborough,Jules Taylor 2010 Pinot Noir (Marlborough),Pinot Noir,Jules Taylor
1/1/2010,US,Rogue Valley,,83,28,Oregon,Del Rio 2010 Cabernet Sauvignon (Rogue Valley),Cabernet Sauvignon,Del Rio
1/1/2010,Italy,Sicilia,Piano Maltese,87,12,Sicily & Sardinia,Tenuta Rapitalà 2010 Piano Maltese White (Sicilia),White Blend,Tenuta Rapitalà
1/1/2010,Israel,,,85,13,Shomron,Recanati 2010 Sauvignon Blanc (Shomron),Sauvignon Blanc,Recanati
1/1/2010,US,Santa Ynez Valley,Elemental,85,36,California,Larner 2010 Elemental G-S-M (Santa Ynez Valley),G-S-M,Larner
1/1/2010,US,Sonoma Coast,Precious Mountain Vineyard,98,94,California,Williams Selyem 2010 Precious Mountain Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
1/1/2010,US,Horse Heaven Hills,Bombing Range,87,16,Washington,McKinley Springs 2010 Bombing Range Red (Horse Heaven Hills),Red Blend,McKinley Springs
1/1/2010,US,Napa Valley,,90,39,California,Stags' Leap Winery 2010 Petite Sirah (Napa Valley),Petite Sirah,Stags' Leap Winery
1/1/2010,US,Contra Costa County,Old Vine,86,35,California,Trinitas 2010 Old Vine Petite Sirah (Contra Costa County),Petite Sirah,Trinitas
1/1/2010,Austria,,Jois,90,39,Burgenland,Scheiblhofer 2010 Jois Blaufränkisch (Burgenland),Blaufränkisch,Scheiblhofer
1/1/2010,US,California,,85,9,California,Happy Camper 2010 Merlot (California),Merlot,Happy Camper
1/1/2010,US,Sonoma Coast,Durell Vineyard,85,45,California,Armida 2010 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Armida
1/1/2010,France,Alsace,,88,,Alsace,Domaine Marcel Deiss 2010 Riesling (Alsace),Riesling,Domaine Marcel Deiss
1/1/2010,US,St. Helena,,86,18,California,Charles Krug 2010 Sauvignon Blanc (St. Helena),Sauvignon Blanc,Charles Krug
1/1/2010,US,Oregon,,87,13,Oregon,Eola Hills 2010 Pinot Gris (Oregon),Pinot Gris,Eola Hills
1/1/2010,Portugal,,JP Azeitão Tinto,86,9,Setubal,Bacalhôa Wines of Portugal 2010 JP Azeitão Tinto Red (Setubal),Portuguese Red,Bacalhôa Wines of Portugal
1/1/2010,Argentina,Mendoza,Magna,89,18,Mendoza Province,Santa Julia 2010 Magna Red (Mendoza),Cabernet Blend,Santa Julia
1/1/2010,US,Columbia Valley (WA),Estate Merriment,86,40,Washington,Basel Cellars 2010 Estate Merriment Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Basel Cellars
1/1/2010,US,Finger Lakes,,86,18,New York,Atwater 2010 Pinot Noir (Finger Lakes),Pinot Noir,Atwater
1/1/2010,France,Bordeaux Supérieur,,87,17,Bordeaux,Château de Terrefort-Quancard 2010 Bordeaux Supérieur,Bordeaux-style Red Blend,Château de Terrefort-Quancard
1/1/2010,Chile,,La Capitana Barrel Reserve,88,17,Cachapoal Valley,Viña La Rosa 2010 La Capitana Barrel Reserve Carmenère (Cachapoal Valley),Carmenère,Viña La Rosa
1/1/2010,US,Walla Walla Valley (WA),Alatus,89,36,Washington,Kontos 2010 Alatus Red (Walla Walla Valley (WA)),Red Blend,Kontos
1/1/2010,Turkey,,Sur Single Vineyard Bozokbag Barrel Aged,87,29,Thrace,Suvla 2010 Sur Single Vineyard Bozokbag Barrel Aged Red (Thrace),Bordeaux-style Red Blend,Suvla
1/1/2010,US,Oakville,Bonne Vivante Estate Grown,85,75,California,Turnbull 2010 Bonne Vivante Estate Grown Red (Oakville),Red Blend,Turnbull
1/1/2010,US,Paso Robles,GSM Estate,87,38,California,Alta Colina 2010 GSM Estate Red (Paso Robles),Rhône-style Red Blend,Alta Colina
1/1/2010,France,Lalande de Pomerol,,88,,Bordeaux,Château au Pont de Guitres 2010 Lalande de Pomerol,Bordeaux-style Red Blend,Château au Pont de Guitres
1/1/2010,US,Sierra Foothills,,81,24,California,Montoliva 2010 Aglianico (Sierra Foothills),Aglianico,Montoliva
1/1/2010,US,Russian River Valley,Dry,83,16,California,Martin Ray 2010 Dry Rosé (Russian River Valley),Rosé,Martin Ray
1/1/2010,France,Nuits-St.-Georges,Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru,92,120,Burgundy,Domaines Devillard 2010 Domaine des Perdrix Les 8 Ouvrées Aux Perdrix Premier Cru (Nuits-St.-Georges),Pinot Noir,Domaines Devillard
1/1/2010,France,Chablis,Fourchaume Premier Cru Vieilles Vignes,90,,Burgundy,Pascal Bouchard 2010 Fourchaume Premier Cru Vieilles Vignes (Chablis),Chardonnay,Pascal Bouchard
1/1/2010,US,Napa Valley,,90,40,California,Black Stallion 2010 Merlot (Napa Valley),Merlot,Black Stallion
1/1/2010,France,Coteaux du Languedoc,,87,17,Languedoc-Roussillon,Domaine de Nizas 2010 Rosé (Coteaux du Languedoc),Rosé,Domaine de Nizas
1/1/2010,US,Napa Valley,Instant Napa,90,60,California,Swanson 2010 Instant Napa Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Swanson
1/1/2010,Italy,Gattinara,Il Sogno,91,128,Piedmont,Travaglini 2010 Il Sogno (Gattinara),Nebbiolo,Travaglini
1/1/2010,Italy,Toscana,Paleo Rosso,97,130,Tuscany,Le Macchiole 2010 Paleo Rosso Cabernet Franc (Toscana),Cabernet Franc,Le Macchiole
1/1/2010,US,Willamette Valley,West Block,92,48,Oregon,Patton Valley 2010 West Block Pinot Noir (Willamette Valley),Pinot Noir,Patton Valley
1/1/2010,US,Virginia,Carter Mountain,85,30,Virginia,Cooper Vineyards 2010 Carter Mountain Cabernet Sauvignon (Virginia),Cabernet Sauvignon,Cooper Vineyards
1/1/2010,Argentina,Mendoza,,84,11,Mendoza Province,Wandering Grape 2010 Malbec-Merlot (Mendoza),Malbec-Merlot,Wandering Grape
1/1/2010,US,Lodi,,83,10,California,Harlow Ridge 2010 Chardonnay (Lodi),Chardonnay,Harlow Ridge
1/1/2010,Canada,Okanagan Valley,Oldfield Series,86,30,British Columbia,Tinhorn Creek 2010 Oldfield Series Pinot Noir (Okanagan Valley),Pinot Noir,Tinhorn Creek
1/1/2010,US,Walla Walla Valley (WA),,87,29,Washington,Amavi 2010 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,Amavi
1/1/2010,Austria,,Classic,90,22,Burgenland,Tinhof 2010 Classic St. Laurent (Burgenland),St. Laurent,Tinhof
1/1/2010,France,Graves,,87,20,Bordeaux,Château le Bonnat 2010 Graves,Bordeaux-style Red Blend,Château le Bonnat
1/1/2010,US,Alexander Valley,Upper Barn,91,60,California,Stonestreet 2010 Upper Barn Chardonnay (Alexander Valley),Chardonnay,Stonestreet
1/1/2010,US,Sonoma Coast,Charm Acres,84,20,California,Pali 2010 Charm Acres Chardonnay (Sonoma Coast),Chardonnay,Pali
1/1/2010,US,California,,85,8,California,Round Hill 2010 Chardonnay (California),Chardonnay,Round Hill
1/1/2010,Chile,,Legado Reserva,87,16,Maipo Valley,De Martino 2010 Legado Reserva Carmenère (Maipo Valley),Carmenère,De Martino
1/1/2010,Greece,,Asirtiko Athiri,87,18,Santorini,Domaine Sigalas 2010 Asirtiko Athiri White (Santorini),White Blend,Domaine Sigalas
1/1/2010,France,Côte Rôtie,Brune et Blonde de Vidal-Fleury,91,80,Rhône Valley,Vidal-Fleury 2010 Brune et Blonde de Vidal-Fleury (Côte Rôtie),Syrah-Viognier,Vidal-Fleury
1/1/2010,Portugal,,Portal da Aguia Tinto,89,,Tejo,Quinta da Alorna 2010 Portal da Aguia Tinto Red (Tejo),Portuguese Red,Quinta da Alorna
1/1/2010,France,Saint-Estèphe,,91,41,Bordeaux,Château Beau-Site 2010 Saint-Estèphe,Bordeaux-style Red Blend,Château Beau-Site
1/1/2010,Chile,,Grand Reserve,86,18,Curicó Valley,Junta 2010 Grand Reserve Carmenère (Curicó Valley),Carmenère,Junta
1/1/2010,Italy,Irpinia,Dal Re,87,,Southern Italy,Feudi di San Gregorio 2010 Dal Re Aglianico (Irpinia),Aglianico,Feudi di San Gregorio
1/1/2010,France,Cadillac Côtes de Bordeaux,Prima,90,35,Bordeaux,Château Carignan 2010 Prima (Cadillac Côtes de Bordeaux),Merlot,Château Carignan
1/1/2010,US,Santa Lucia Highlands,Garys' Vineyard,90,52,California,Roar 2010 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Roar
1/1/2010,France,Médoc,,91,,Bordeaux,Château Les Trois Manoirs 2010 Médoc,Bordeaux-style Red Blend,Château Les Trois Manoirs
1/1/2010,US,Paso Robles,Biker,84,25,California,Four Vines 2010 Biker Zinfandel (Paso Robles),Zinfandel,Four Vines
1/1/2010,France,Haut-Médoc,,91,45,Bordeaux,Château Lamothe-Bergeron 2010 Haut-Médoc,Bordeaux-style Red Blend,Château Lamothe-Bergeron
1/1/2010,Austria,,,90,,Burgenland,Steindorfer 2010 Sauvignon Blanc-Chardonnay (Burgenland),Sauvignon Blanc-Chardonnay,Steindorfer
1/1/2010,Portugal,,Cape Roca Fish,84,15,Alentejano,Casca Wines 2010 Cape Roca Fish Red (Alentejano),Portuguese Red,Casca Wines
1/1/2010,US,Sonoma Valley,,90,30,California,Gundlach Bundschu 2010 Merlot (Sonoma Valley),Merlot,Gundlach Bundschu
1/1/2010,US,Finger Lakes,,87,20,New York,Fox Run 2010 Merlot (Finger Lakes),Merlot,Fox Run
1/1/2010,France,Côtes de Duras,La Muguette,88,48,Southwest France,Domaine les Hauts de Riquets 2010 La Muguette Red (Côtes de Duras),Bordeaux-style Red Blend,Domaine les Hauts de Riquets
1/1/2010,US,Calistoga,Estate Pickett Road,91,24,California,Kenefick Ranch 2010 Estate Pickett Road White (Calistoga),White Blend,Kenefick Ranch
1/1/2010,US,Napa Valley,Dollarhide,87,100,California,St. Supéry 2010 Dollarhide Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,St. Supéry
1/1/2010,US,California,Coastal Series,81,9,California,Jenica Peak 2010 Coastal Series Merlot (California),Merlot,Jenica Peak
1/1/2010,Italy,Menfi,Dietro le Case,87,22,Sicily & Sardinia,Cantine Barbera 2010 Dietro le Case Inzolia (Menfi),Inzolia,Cantine Barbera
1/1/2010,US,Wahluke Slope,Block 19 Syrah Weinbau Vineyard,85,42,Washington,Revelry 2010 Block 19 Syrah Weinbau Vineyard Syrah (Wahluke Slope),Syrah,Revelry
1/1/2010,South Africa,,Bain's Way,84,11,Paarl,Wamakersvallei 2010 Bain's Way Pinotage (Paarl),Pinotage,Wamakersvallei
1/1/2010,Italy,Sicilia,Stemmari,87,9,Sicily & Sardinia,Feudo Arancio 2010 Stemmari Nero d'Avola (Sicilia),Nero d'Avola,Feudo Arancio
1/1/2010,US,Santa Barbara County,Rodney's Vineyard,93,46,California,Barbieri 2010 Rodney's Vineyard Syrah (Santa Barbara County),Syrah,Barbieri
