vintage,country,county,designation,points,price,province,title,variety,winery
2011-01-01,Italy,Terre del Volturno,Hero,88,24.00,Southern Italy,Selvanova 2011 Hero Pallagrello Nero (Terre del Volturno),Pallagrello Nero,Selvanova
2011-01-01,Italy,Rosso di Montalcino,,87,30.00,Tuscany,Tenuta Buon Tempo 2011 Rosso di Montalcino,Sangiovese,Tenuta Buon Tempo
2011-01-01,Portugal,,Marquesa da Alorna Grand Reserva Tinto,93,30.00,Tejo,Quinta da Alorna 2011 Marquesa da Alorna Grand Reserva Tinto Red (Tejo),Portuguese Red,Quinta da Alorna
2011-01-01,Spain,Rioja,Colección,89,80.00,Northern Spain,Vivanco 2011 Colección (Rioja),Garnacha,Vivanco
2011-01-01,South Africa,,,88,23.00,Stellenbosch,Meerlust 2011 Chardonnay (Stellenbosch),Chardonnay,Meerlust
2011-01-01,US,McMinnville,Momtazi Vineyard,89,40.00,Oregon,Kelley Fox 2011 Momtazi Vineyard Pinot Noir (McMinnville),Pinot Noir,Kelley Fox
2011-01-01,Italy,Valpolicella Classico Superiore Ripasso,,89,33.00,Veneto,Giuseppe Campagnola 2011 Valpolicella Classico Superiore Ripasso,Red Blend,Giuseppe Campagnola
2011-01-01,US,Paso Robles,Version The Glenrose Vineyard,89,35.00,California,Adelaida 2011 Version The Glenrose Vineyard White (Paso Robles),Rhône-style White Blend,Adelaida
2011-01-01,Italy,Alto Adige,Linticlarus Riserva,89,40.00,Northeastern Italy,Tiefenbrunner 2011 Linticlarus Riserva Pinot Nero (Alto Adige),Pinot Nero,Tiefenbrunner
2011-01-01,US,Finger Lakes,Morris Vineyard,87,18.00,New York,Heron Hill 2011 Morris Vineyard Pinot Blanc (Finger Lakes),Pinot Blanc,Heron Hill
2011-01-01,Austria,,Satzing,91,42.00,Thermenregion,Johanneshof Reinisch 2011 Satzing Rotgipfler (Thermenregion),Rotgipfler,Johanneshof Reinisch
2011-01-01,US,Russian River Valley,Rosé of Pinot Noir,90,18.00,California,Balletto 2011 Rosé of Pinot Noir Rosé (Russian River Valley),Rosé,Balletto
2011-01-01,US,Red Mountain,La Bestia,87,55.00,Washington,Lachini 2011 La Bestia Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Lachini
2011-01-01,Canada,Okanagan Valley,Oculus,91,120.00,British Columbia,Mission Hill 2011 Oculus Red (Okanagan Valley),Bordeaux-style Red Blend,Mission Hill
2011-01-01,US,Rattlesnake Hills,Brothers Reserve Chardonnay Copeland Vineyard,82,55.00,Washington,Two Mountain 2011 Brothers Reserve Chardonnay Copeland Vineyard Chardonnay (Rattlesnake Hills),Chardonnay,Two Mountain
2011-01-01,Germany,,Berg Roxheim Erste Lage Trockenbeerenauslese,95,237.00,Nahe,Prinz Salm 2011 Berg Roxheim Erste Lage Trockenbeerenauslese Riesling (Nahe),Riesling,Prinz Salm
2011-01-01,US,Temecula Valley,Amante,92,43.00,California,Falkner 2011 Amante Red (Temecula Valley),Red Blend,Falkner
2011-01-01,Italy,Barbera d'Alba Superiore,Massucchi,88,35.00,Piedmont,Sordo 2011 Massucchi (Barbera d'Alba Superiore),Barbera,Sordo
2011-01-01,Austria,,,93,25.00,Carnuntum,Muhr-Van der Niepoort 2011 Blaufränkisch (Carnuntum),Blaufränkisch,Muhr-Van der Niepoort
2011-01-01,Italy,Valpolicella,RÃªverie,86,27.00,Veneto,Zymè 2011 RÃªverie (Valpolicella),"Corvina, Rondinella, Molinara",Zymè
2011-01-01,US,Fiddletown,E,90,24.00,California,Easton 2011 E Zinfandel (Fiddletown),Zinfandel,Easton
2011-01-01,US,Red Mountain,,88,25.00,Washington,Hightower 2011 Merlot (Red Mountain),Merlot,Hightower
2011-01-01,France,Alsace,Furstentum Grand Cru,93,,Alsace,Domaine Albert Mann 2011 Furstentum Grand Cru Riesling (Alsace),Riesling,Domaine Albert Mann
2011-01-01,Italy,Rosso di Montalcino,,89,21.00,Tuscany,Paradisone 2011 Rosso di Montalcino,Sangiovese,Paradisone
2011-01-01,France,Bordeaux Blanc,,85,15.00,Bordeaux,Château Fonfroide 2011 Bordeaux Blanc,Bordeaux-style White Blend,Château Fonfroide
2011-01-01,US,Fort Ross-Seaview,Family Reserve Cinghiale Vineyard,91,125.00,California,Del Dotto 2011 Family Reserve Cinghiale Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Del Dotto
2011-01-01,US,El Dorado,Estate Grown & Bottled,92,30.00,California,Di Arie 2011 Estate Grown & Bottled Tempranillo (El Dorado),Tempranillo,Di Arie
2011-01-01,US,Monterey County,,86,18.00,California,Bernardus 2011 Sauvignon Blanc (Monterey County),Sauvignon Blanc,Bernardus
2011-01-01,US,Santa Cruz Mountains,Muns Vineyard,88,40.00,California,Beauregard 2011 Muns Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Beauregard
2011-01-01,US,Sonoma Valley,Steel Plow Estate Vineyard,91,35.00,California,Landmark 2011 Steel Plow Estate Vineyard Grenache (Sonoma Valley),Grenache,Landmark
2011-01-01,Italy,Italy,L'Extra Brut Millesimato,88,,Italy Other,Ruggeri & C. 2011 L'Extra Brut Millesimato Sparkling (Italy),Sparkling Blend,Ruggeri & C.
2011-01-01,France,Bordeaux,,87,12.00,Bordeaux,Château les Reuilles 2011 Bordeaux,Bordeaux-style Red Blend,Château les Reuilles
2011-01-01,Chile,,Auma Los Lingues,93,100.00,Colchagua Valley,Koyle 2011 Auma Los Lingues Red (Colchagua Valley),Red Blend,Koyle
2011-01-01,US,Lodi,,85,11.00,California,Deep Purple 2011 Zinfandel (Lodi),Zinfandel,Deep Purple
2011-01-01,Spain,Ribera del Duero,Sierra de Miros Reserva,88,35.00,Northern Spain,Bodegas Peñafiel 2011 Sierra de Miros Reserva (Ribera del Duero),Tempranillo,Bodegas Peñafiel
2011-01-01,Italy,Alta Langa,Extra Brut Metodo Classico,90,49.00,Piedmont,Fontanafredda 2011 Extra Brut Metodo Classico Sparkling (Alta Langa),Sparkling Blend,Fontanafredda
2011-01-01,Italy,Alto Adige,,91,37.00,Northeastern Italy,Franz Haas 2011 Lagrein (Alto Adige),Lagrein,Franz Haas
2011-01-01,Italy,Toscana,Per Sempre,89,300.00,Tuscany,Tua Rita 2011 Per Sempre Syrah (Toscana),Syrah,Tua Rita
2011-01-01,Germany,,Kirchberg Bingen GG Erste Lage Trocken,92,71.00,Rheinhessen,Rheingraf 2011 Kirchberg Bingen GG Erste Lage Trocken Riesling (Rheinhessen),Riesling,Rheingraf
2011-01-01,Austria,,Kogelberg Erste Lage Reserve,91,34.00,Kamptal,Brandl 2011 Kogelberg Erste Lage Reserve Riesling (Kamptal),Riesling,Brandl
2011-01-01,France,Alsace,Praelatenberg Grand Cru,90,22.00,Alsace,Domaine Allimant-Laugner 2011 Praelatenberg Grand Cru Riesling (Alsace),Riesling,Domaine Allimant-Laugner
2011-01-01,France,Alsace,Furstentum Grand Cru,91,28.00,Alsace,Cave de Kientzheim-Kaysersberg 2011 Furstentum Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Cave de Kientzheim-Kaysersberg
2011-01-01,Italy,Sangiovese di Romagna Superiore,Ceregio,86,15.00,Central Italy,Fattoria Zerbina 2011 Ceregio (Sangiovese di Romagna Superiore),Sangiovese,Fattoria Zerbina
2011-01-01,US,Santa Maria Valley,Bien Nacido Vineyard,94,41.00,California,Kynsi 2011 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Kynsi
2011-01-01,France,Alsace,,87,23.00,Alsace,Domaine Pfister 2011 Pinot Blanc (Alsace),Pinot Blanc,Domaine Pfister
2011-01-01,France,Bordeaux Supérieur,Cuvée Gallus,85,10.00,Bordeaux,Château la France 2011 Cuvée Gallus (Bordeaux Supérieur),Bordeaux-style Red Blend,Château la France
2011-01-01,Portugal,,Pó de Poeira,92,,Douro,Poeira 2011 Pó de Poeira White (Douro),Portuguese White,Poeira
2011-01-01,Portugal,,Quinta do Cardo,87,,Beira Interior,Companhia das Quintas 2011 Quinta do Cardo Siria (Beira Interior),Siria,Companhia das Quintas
2011-01-01,Spain,Rioja,Ikunus,93,40.00,Northern Spain,Launa 2011 Ikunus (Rioja),Tempranillo,Launa
2011-01-01,US,Napa County-Sonoma County,,84,75.00,California,Evoke 2011 Cabernet Sauvignon (Napa County-Sonoma County),Cabernet Sauvignon,Evoke
2011-01-01,US,Fort Ross-Seaview,Fort Ross Vineyard Reserve,93,60.00,California,Fort Ross 2011 Fort Ross Vineyard Reserve Chardonnay (Fort Ross-Seaview),Chardonnay,Fort Ross
2011-01-01,Italy,Roero,Mompissano Riserva,92,,Piedmont,Cascina Cà Rossa 2011 Mompissano Riserva (Roero),Nebbiolo,Cascina Cà Rossa
2011-01-01,South Africa,,,90,45.00,Hemel en Aarde,Hamilton Russell 2011 Pinot Noir (Hemel en Aarde),Pinot Noir,Hamilton Russell
2011-01-01,Italy,Toscana,Basilica del Cortaccio,89,50.00,Tuscany,Cafaggio 2011 Basilica del Cortaccio Cabernet Sauvignon (Toscana),Cabernet Sauvignon,Cafaggio
2011-01-01,US,Willamette Valley,,87,16.00,Oregon,Terrapin Cellars 2011 Pinot Noir (Willamette Valley),Pinot Noir,Terrapin Cellars
2011-01-01,France,Pernand-Vergelesses,,88,30.00,Burgundy,Domaine Luc et Lise Pavelot 2011 Pernand-Vergelesses,Pinot Noir,Domaine Luc et Lise Pavelot
2011-01-01,Chile,,Casa Grand Selection,87,12.00,Rapel Valley,Lapostolle 2011 Casa Grand Selection Merlot (Rapel Valley),Merlot,Lapostolle
2011-01-01,US,California,,86,10.00,California,Tin Roof 2011 Sauvignon Blanc (California),Sauvignon Blanc,Tin Roof
2011-01-01,US,Amador County,Judge Bell,90,32.00,California,Turley 2011 Judge Bell Zinfandel (Amador County),Zinfandel,Turley
2011-01-01,Italy,Veneto,Brentino,87,18.00,Veneto,Maculan 2011 Brentino Red (Veneto),Red Blend,Maculan
2011-01-01,Italy,Soave Classico,,87,,Veneto,Monte Tondo 2011 Soave Classico,Garganega,Monte Tondo
2011-01-01,Germany,,Kabinett,92,35.00,Rheingau,Robert Weil 2011 Kabinett Riesling (Rheingau),Riesling,Robert Weil
2011-01-01,US,Columbia Valley (WA),VR Special,90,53.00,Washington,Dusted Valley 2011 VR Special Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Dusted Valley
2011-01-01,US,Willamette Valley,Dijon Clone,86,25.00,Oregon,Willamette Valley Vineyards 2011 Dijon Clone Chardonnay (Willamette Valley),Chardonnay,Willamette Valley Vineyards
2011-01-01,Portugal,,Quinta da Gricha Vintage,91,,Port,Churchill's 2011 Quinta da Gricha Vintage (Port),Port,Churchill's
2011-01-01,France,Alsace,Tradition,87,20.00,Alsace,Sipp Mack 2011 Tradition Pinot Noir (Alsace),Pinot Noir,Sipp Mack
2011-01-01,Spain,Toro,Termes,91,20.00,Northern Spain,Numanthia 2011 Termes (Toro),Tinta de Toro,Numanthia
2011-01-01,US,Rogue Valley,,89,35.00,Oregon,Ledger David 2011 Syrah (Rogue Valley),Syrah,Ledger David
2011-01-01,Israel,,Yarden 2T,91,34.00,Galilee,Golan Heights Winery 2011 Yarden 2T Red (Galilee),Red Blend,Golan Heights Winery
2011-01-01,Spain,Vino de la Tierra Ribera del Gállego-Cinco Villas,Viñas Viejas,86,12.00,Northern Spain,Evohé 2011 Viñas Viejas Tempranillo (Vino de la Tierra Ribera del Gállego-Cinco Villas),Tempranillo,Evohé
2011-01-01,Portugal,,Pink Elephant,84,8.00,Lisboa,DFJ Vinhos 2011 Pink Elephant Rosé (Lisboa),Rosé,DFJ Vinhos
2011-01-01,Italy,Maremma Toscana,Valcolomba,88,15.00,Tuscany,Carpineto 2011 Valcolomba Vermentino (Maremma Toscana),Vermentino,Carpineto
2011-01-01,US,Eola-Amity Hills,Zenith Vineyard,84,36.00,Oregon,Grochau 2011 Zenith Vineyard Pinot Noir (Eola-Amity Hills),Pinot Noir,Grochau
2011-01-01,US,Russian River Valley,Ivywood,87,35.00,California,VML 2011 Ivywood Chardonnay (Russian River Valley),Chardonnay,VML
2011-01-01,Italy,Venezia,,85,16.00,Veneto,Bosco del Merlo 2011 Pinot Grigio (Venezia),Pinot Grigio,Bosco del Merlo
2011-01-01,Slovenia,,,90,17.00,Å tajerska,Sanctum 2011 Chardonnay (Å tajerska),Chardonnay,Sanctum
2011-01-01,France,Blaye Côtes de Bordeaux,Vieilles Vignes,84,,Bordeaux,Château Ségonzac 2011 Vieilles Vignes (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château Ségonzac
2011-01-01,New Zealand,,Province,90,29.00,Marlborough,Astrolabe 2011 Province Pinot Noir (Marlborough),Pinot Noir,Astrolabe
2011-01-01,Italy,Collio,,90,30.00,Northeastern Italy,Mario Schiopetto 2011 Pinot Grigio (Collio),Pinot Grigio,Mario Schiopetto
2011-01-01,Argentina,Mendoza,,81,8.00,Mendoza Province,Funky Llama 2011 Malbec (Mendoza),Malbec,Funky Llama
2011-01-01,Spain,Rioja,Javier San Pedro Crianza,86,14.00,Northern Spain,Vallobera 2011 Javier San Pedro Crianza (Rioja),Tempranillo,Vallobera
2011-01-01,US,California,Pink,86,12.00,California,Rose 'N' Blum 2011 Pink Moscato (California),Moscato,Rose 'N' Blum
2011-01-01,Germany,,Ockfener Bockstein Zickelgarten Erste Lage Spätlese,90,70.00,Mosel,St. Urbans-Hof 2011 Ockfener Bockstein Zickelgarten Erste Lage Spätlese Riesling (Mosel),Riesling,St. Urbans-Hof
2011-01-01,Spain,Rioja,Crianza,89,17.00,Northern Spain,Valdelacierva 2011 Crianza (Rioja),Tempranillo,Valdelacierva
2011-01-01,Italy,Montepulciano d'Abruzzo,,87,11.00,Central Italy,Caldora Vini 2011 Montepulciano d'Abruzzo,Montepulciano,Caldora Vini
2011-01-01,Italy,Barbaresco,Rabajà Riserva,91,55.00,Piedmont,Castello di Verduno 2011 Rabajà Riserva (Barbaresco),Nebbiolo,Castello di Verduno
2011-01-01,Italy,Chianti Classico,Tommaso Bojola Riserva,85,57.00,Tuscany,La Castellina 2011 Tommaso Bojola Riserva (Chianti Classico),Red Blend,La Castellina
2011-01-01,Austria,,,87,,Carnuntum,Markowitsch 2011 Pinot Noir (Carnuntum),Pinot Noir,Markowitsch
2011-01-01,Italy,Toscana,Scrio,90,175.00,Tuscany,Le Macchiole 2011 Scrio Syrah (Toscana),Syrah,Le Macchiole
2011-01-01,France,Alsace,Portrait,88,18.00,Alsace,Domaine Zinck 2011 Portrait Pinot Gris (Alsace),Pinot Gris,Domaine Zinck
2011-01-01,France,Lalande de Pomerol,Cuvée Reine,88,30.00,Bordeaux,Château de Roquebrune 2011 Cuvée Reine (Lalande de Pomerol),Bordeaux-style Red Blend,Château de Roquebrune
2011-01-01,France,Saint-Émilion,Barrel Sample,90,,Bordeaux,Château Berliquet 2011 Barrel Sample (Saint-Émilion),Bordeaux-style Red Blend,Château Berliquet
2011-01-01,US,Napa Valley,,88,38.00,California,Swanson 2011 Merlot (Napa Valley),Merlot,Swanson
2011-01-01,US,Oak Knoll District,,90,32.00,California,Trefethen 2011 Chardonnay (Oak Knoll District),Chardonnay,Trefethen
2011-01-01,Italy,Cerasuolo di Vittoria Classico,,92,28.00,Sicily & Sardinia,Valle dell'Acate 2011 Cerasuolo di Vittoria Classico,Red Blend,Valle dell'Acate
2011-01-01,France,Alsace,Cuvée Jean-Charles,84,,Alsace,Ruhlmann 2011 Cuvée Jean-Charles Riesling (Alsace),Riesling,Ruhlmann
2011-01-01,Austria,,Riedencuvée,88,18.00,Carnuntum,Glatzer 2011 Riedencuvée Zweigelt (Carnuntum),Zweigelt,Glatzer
2011-01-01,Morocco,,Un-Oaked,89,18.00,Zenata,Ouled Thaleb 2011 Un-Oaked Chardonnay (Zenata),Chardonnay,Ouled Thaleb
2011-01-01,Australia,McLaren Vale,Little Venice Single Vineyard,90,85.00,South Australia,D'Arenberg 2011 Little Venice Single Vineyard Shiraz (McLaren Vale),Shiraz,D'Arenberg
2011-01-01,Italy,Brunello di Montalcino,Vigna delle Raunate,85,48.00,Tuscany,Mocali 2011 Vigna delle Raunate (Brunello di Montalcino),Sangiovese,Mocali
2011-01-01,Spain,Rioja,Rioja Bordón Crianza,87,13.00,Northern Spain,Bodegas Franco-Españolas 2011 Rioja Bordón Crianza (Rioja),Tempranillo-Garnacha,Bodegas Franco-Españolas
2011-01-01,US,Virginia,,86,23.00,Virginia,Hume 2011 Cabernet Franc (Virginia),Cabernet Franc,Hume
2011-01-01,Portugal,,Colheita,88,35.00,Dão,Vinha Paz 2011 Colheita Red (Dão),Portuguese Red,Vinha Paz
2011-01-01,Austria,,,91,45.00,Vienna,Weingut Christ 2011 Shiraz (Vienna),Shiraz,Weingut Christ
2011-01-01,US,Rutherford,,84,28.00,California,Conspire 2011 Sauvignon Blanc (Rutherford),Sauvignon Blanc,Conspire
2011-01-01,US,Paso Robles,Ardor,94,40.00,California,II Moons 2011 Ardor Red (Paso Robles),Rhône-style Red Blend,II Moons
2011-01-01,Chile,,Los Vascos Grande Reserve,89,20.00,Colchagua Valley,Domaines Barons de Rothschild (Lafite) 2011 Los Vascos Grande Reserve Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Domaines Barons de Rothschild (Lafite)
2011-01-01,Israel,,Reserve,90,70.00,Galilee,Flam 2011 Reserve Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Flam
2011-01-01,Italy,Fiano di Avellino,,89,25.00,Southern Italy,Rocca del Principe 2011 Fiano di Avellino,Fiano,Rocca del Principe
2011-01-01,US,Sierra Foothills,Estate Grown,82,27.00,California,Naggiar 2011 Estate Grown Mourvèdre (Sierra Foothills),Mourvèdre,Naggiar
2011-01-01,France,Saint-Julien,Barrel Sample,93,,Bordeaux,Château Branaire-Ducru 2011 Barrel Sample (Saint-Julien),Bordeaux-style Red Blend,Château Branaire-Ducru
2011-01-01,US,Columbia Valley (WA),Red Café,82,25.00,Washington,Vin du Lac 2011 Red Café Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Vin du Lac
2011-01-01,France,Fronton,La Négrette de Bouissel,89,19.00,Southwest France,Château Bouissel 2011 La Négrette de Bouissel Negrette (Fronton),Negrette,Château Bouissel
2011-01-01,France,Pessac-Léognan,,88,35.00,Bordeaux,Château Coquillas 2011 Pessac-Léognan,Bordeaux-style Red Blend,Château Coquillas
2011-01-01,France,Bandol,Fontanéou,90,,Provence,Domaine la Bastide Blanche 2011 Fontanéou Red (Bandol),Rhône-style Red Blend,Domaine la Bastide Blanche
2011-01-01,Chile,,Reserve,85,14.00,Cachapoal Valley,Cornellana 2011 Reserve Sauvignon Blanc (Cachapoal Valley),Sauvignon Blanc,Cornellana
2011-01-01,US,Southern Oregon,Sams Valley Vineyard,87,25.00,Oregon,Cliff Creek 2011 Sams Valley Vineyard Syrah (Southern Oregon),Syrah,Cliff Creek
2011-01-01,Italy,Fiano di Avellino,Apianum,89,21.00,Southern Italy,Salvatore Molettieri 2011 Apianum (Fiano di Avellino),Fiano,Salvatore Molettieri
2011-01-01,US,Sta. Rita Hills,,92,40.00,California,Kessler-Haak 2011 Pinot Noir (Sta. Rita Hills),Pinot Noir,Kessler-Haak
2011-01-01,Italy,Chianti Classico,,92,22.00,Tuscany,Casina di Cornia 2011 Chianti Classico,Sangiovese,Casina di Cornia
2011-01-01,US,Columbia Valley (WA),,85,11.00,Washington,Castle Rock 2011 Syrah (Columbia Valley (WA)),Syrah,Castle Rock
2011-01-01,US,Amador County,J & S Reserve,90,32.00,California,Scott Harvey 2011 J & S Reserve Syrah (Amador County),Syrah,Scott Harvey
2011-01-01,Austria,,,85,,Niederösterreich,Thierry-Weber 2011 Grüner Veltliner (Niederösterreich),Grüner Veltliner,Thierry-Weber
2011-01-01,Argentina,Mendoza,Reserve,87,11.00,Mendoza Province,Trivento 2011 Reserve Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Trivento
2011-01-01,US,Arroyo Grande Valley,Monte Sereno Vineyard,88,32.00,California,Talley 2011 Monte Sereno Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
2011-01-01,US,Dry Creek Valley,,85,16.00,California,Dry Creek Vineyard 2011 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Dry Creek Vineyard
2011-01-01,Argentina,La Rioja,Reserva,87,13.00,Other,Tamarí 2011 Reserva Torrontés (La Rioja),Torrontés,Tamarí
2011-01-01,France,Chablis,Vaudésir Grand Cru,93,,Burgundy,Pascal Bouchard 2011 Vaudésir Grand Cru (Chablis),Chardonnay,Pascal Bouchard
2011-01-01,Italy,Toscana,Coevo,90,90.00,Tuscany,Cecchi 2011 Coevo Red (Toscana),Red Blend,Cecchi
2011-01-01,France,Savigny-lès-Beaune,Les Pimentiers,89,38.00,Burgundy,Domaine Jean Petitot et Fils 2011 Les Pimentiers (Savigny-lès-Beaune),Pinot Noir,Domaine Jean Petitot et Fils
2011-01-01,Italy,Alto Adige,Nova Domus Riserva,91,60.00,Northeastern Italy,Cantina Terlano 2011 Nova Domus Riserva White (Alto Adige),White Blend,Cantina Terlano
2011-01-01,Spain,Calatayud,Old Vines,83,8.00,Northern Spain,Garnacha de Fuego 2011 Old Vines Garnacha (Calatayud),Garnacha,Garnacha de Fuego
2011-01-01,US,Columbia Valley (WA),Proprietor's Reserve Tavola Rosso,87,32.00,Washington,Maryhill 2011 Proprietor's Reserve Tavola Rosso Red (Columbia Valley (WA)),Red Blend,Maryhill
2011-01-01,Italy,Brunello di Montalcino,,91,,Tuscany,Sesti 2011 Brunello di Montalcino,Sangiovese,Sesti
2011-01-01,US,Paso Robles,Signature Selection,87,22.00,California,Bianchi 2011 Signature Selection Merlot (Paso Robles),Merlot,Bianchi
2011-01-01,Austria,,Haidacker,92,55.00,Carnuntum,Netzl 2011 Haidacker Zweigelt (Carnuntum),Zweigelt,Netzl
2011-01-01,Spain,Rueda,Pie Franco,92,28.00,Northern Spain,Blanco Nieva 2011 Pie Franco Verdejo (Rueda),Verdejo,Blanco Nieva
2011-01-01,Portugal,,Ponte das Canas,93,22.00,Alentejo,Mouchão 2011 Ponte das Canas Red (Alentejo),Portuguese Red,Mouchão
2011-01-01,US,Willamette Valley,Clawson Creek Vineyards,89,50.00,Oregon,Roco 2011 Clawson Creek Vineyards Pinot Noir,Pinot Noir,Roco
2011-01-01,Portugal,,Reserva Branco,90,13.00,Douro,Quinta de Porrais 2011 Reserva Branco White (Douro),Portuguese White,Quinta de Porrais
2011-01-01,Italy,Barolo,Monvigliero,91,75.00,Piedmont,Fratelli Alessandria 2011 Monvigliero (Barolo),Nebbiolo,Fratelli Alessandria
2011-01-01,France,Alsace,Le,85,20.00,Alsace,Gustave Lorentz 2011 Le Rosé (Alsace),Rosé,Gustave Lorentz
2011-01-01,US,Yakima Valley,No 9,90,18.00,Washington,Swiftwater Cellars 2011 No 9 Riesling (Yakima Valley),Riesling,Swiftwater Cellars
2011-01-01,Spain,Ribera del Duero,Vendimia Seleccionada,89,32.00,Northern Spain,Resalte 2011 Vendimia Seleccionada (Ribera del Duero),Tempranillo,Resalte
2011-01-01,US,Knights Valley,Three Coins Betsy's Vineyard Block 3,89,42.00,California,Lawer 2011 Three Coins Betsy's Vineyard Block 3 Syrah (Knights Valley),Syrah,Lawer
2011-01-01,Italy,Val di Neto,Magno Megonio,90,25.00,Southern Italy,Librandi 2011 Magno Megonio Magliocco (Val di Neto),Magliocco,Librandi
2011-01-01,US,Horse Heaven Hills,Reserve Cherry Street,88,22.00,Washington,Canoe Ridge 2011 Reserve Cherry Street Red (Horse Heaven Hills),Red Blend,Canoe Ridge
2011-01-01,Argentina,Mendoza,Reserve,84,11.00,Mendoza Province,Trivento 2011 Reserve Syrah (Mendoza),Syrah,Trivento
2011-01-01,Chile,,Beach Kite,83,8.00,Curicó Valley,Alto Roble 2011 Beach Kite Pinot Noir (Curicó Valley),Pinot Noir,Alto Roble
2011-01-01,US,Red Mountain,Métier,90,44.00,Washington,Doyenne 2011 Métier Red (Red Mountain),Rhône-style Red Blend,Doyenne
2011-01-01,Portugal,,Alabastro Reserva,89,22.00,Alentejano,Caves Aliança 2011 Alabastro Reserva Red (Alentejano),Portuguese Red,Caves Aliança
2011-01-01,Portugal,,Parus,90,35.00,Península de Setúbal,Herdade da Comporta 2011 Parus Red (Península de Setúbal),Portuguese Red,Herdade da Comporta
2011-01-01,US,Red Mountain,Ciel du Cheval Vineyard,93,45.00,Washington,Cadence 2011 Ciel du Cheval Vineyard Red (Red Mountain),Bordeaux-style Red Blend,Cadence
2011-01-01,France,Saint-Estèphe,Marquis de Calon,89,,Bordeaux,Château Calon Ségur 2011 Marquis de Calon (Saint-Estèphe),Bordeaux-style Red Blend,Château Calon Ségur
2011-01-01,France,Lalande de Pomerol,,86,22.00,Bordeaux,Château Siaurac 2011 Lalande de Pomerol,Bordeaux-style Red Blend,Château Siaurac
2011-01-01,France,Chablis,La Pierrelée,87,22.00,Burgundy,La Chablisienne 2011 La Pierrelée (Chablis),Chardonnay,La Chablisienne
2011-01-01,Argentina,Mendoza,Leo Premium,90,30.00,Mendoza Province,Valentin Bianchi 2011 Leo Premium Malbec (Mendoza),Malbec,Valentin Bianchi
2011-01-01,US,Finger Lakes,Dry,89,14.00,New York,Lamoreaux Landing 2011 Dry Riesling (Finger Lakes),Riesling,Lamoreaux Landing
2011-01-01,US,Spring Mountain District,Marriage,88,90.00,California,Terra Valentine 2011 Marriage Red (Spring Mountain District),Bordeaux-style Red Blend,Terra Valentine
2011-01-01,Italy,Bolgheri,Scirè,87,16.00,Tuscany,Ceralti 2011 Scirè (Bolgheri),Red Blend,Ceralti
2011-01-01,US,Dry Creek Valley,Unti Vineyards,91,38.00,California,Muscardini 2011 Unti Vineyards Syrah (Dry Creek Valley),Syrah,Muscardini
2011-01-01,Italy,Barbera d'Alba Superiore,,90,30.00,Piedmont,Brezza 2011 Barbera d'Alba Superiore,Barbera,Brezza
2011-01-01,US,California,,87,15.00,California,SIP 2011 Moscato (California),Moscato,SIP
2011-01-01,US,New York,Empire Reserve,85,25.00,New York,Hudson-Chatham 2011 Empire Reserve Red (New York),Red Blend,Hudson-Chatham
2011-01-01,Bulgaria,,Reserve,87,10.00,Thracian Valley,Domaine Boyar 2011 Reserve Merlot (Thracian Valley),Merlot,Domaine Boyar
2011-01-01,Austria,,Steirische Klassik,89,,Steiermark,Neumeister 2011 Steirische Klassik Sauvignon Blanc (Steiermark),Sauvignon Blanc,Neumeister
2011-01-01,Italy,Chianti Classico,Riserva,86,30.00,Tuscany,Castello di Selvole 2011 Riserva (Chianti Classico),Red Blend,Castello di Selvole
2011-01-01,Argentina,Mendoza,Unsung Hero,88,26.00,Mendoza Province,Mendoza Vineyards 2011 Unsung Hero Malbec (Mendoza),Malbec,Mendoza Vineyards
2011-01-01,Portugal,,TrÃªs Bagos,90,15.00,Douro,Lavradores de Feitoria 2011 TrÃªs Bagos Red (Douro),Portuguese Red,Lavradores de Feitoria
2011-01-01,France,Chablis,Mont de Milieu Premier Cru,91,,Burgundy,Pascal Bouchard 2011 Mont de Milieu Premier Cru (Chablis),Chardonnay,Pascal Bouchard
2011-01-01,US,Russian River Valley,Director's Cut,89,21.00,California,Francis Ford Coppola 2011 Director's Cut Chardonnay (Russian River Valley),Chardonnay,Francis Ford Coppola
2011-01-01,Spain,Cava,Cupatge d'Honor Brut,87,29.00,Catalonia,Pere Ventura 2011 Cupatge d'Honor Brut Sparkling (Cava),Sparkling Blend,Pere Ventura
2011-01-01,US,Russian River Valley,Siebert Ranch,86,40.00,California,Ancient Oak Cellars 2011 Siebert Ranch Pinot Noir (Russian River Valley),Pinot Noir,Ancient Oak Cellars
